iter	Logloss
296	0.358499651
297	0.3581744823
298	0.3580384175
299	0.3579212909
300	0.3576662494
301	0.3575599838
302	0.3574804464
303	0.3574097157
304	0.3573013771
305	0.3572432933
306	0.3571118806
307	0.3569135067
308	0.3568041832
309	0.3567072971
310	0.3565974353
311	0.3563853087
312	0.3562900326
313	0.3561525037
314	0.356083655
315	0.3559525089
316	0.3557961444
317	0.3556698888
318	0.3556540928
319	0.3554059758
320	0.3553011541
321	0.3551806602
322	0.3549570085
323	0.3548611695
324	0.3546746315
325	0.3546198504
326	0.3545272211
327	0.3543826406
328	0.3543183702
329	0.354312193
330	0.3542281248
331	0.3540008988
332	0.3539700721
333	0.3538875678
334	0.3537601848
335	0.3535272378
336	0.353414625
337	0.3531980601
338	0.3531006565
339	0.3529516702
340	0.352771851
341	0.3525884516
342	0.3525230594
343	0.3523949871
344	0.3522013694
345	0.3520265129
346	0.3519336342
347	0.3517694427
348	0.3517338423
349	0.3516882822
350	0.3515658526
351	0.351499411
352	0.3513123476
353	0.3512384603
354	0.3511016256
355	0.3510453031
356	0.3510261349
357	0.3509419482
358	0.3508071758
359	0.3506879019
360	0.3505620387
361	0.3504385065
362	0.3502821008
363	0.3501674191
364	0.3499661782
365	0.34992375
366	0.3498874861
367	0.3497326088
368	0.3495842532
369	0.3493754374
370	0.3493217856
371	0.3492217069
372	0.3491964629
373	0.3490527411
374	0.3489040684
375	0.3488446404
376	0.3486421912
377	0.3485180956
378	0.3484112267
379	0.3482181374
380	0.348093097
381	0.3478691245
382	0.3477501696
383	0.3476645482
384	0.3475623222
385	0.3474563986
386	0.347341176
387	0.3473120353
388	0.3471276301
389	0.3470483134
390	0.3469388743
391	0.3467606763
392	0.3465741701
393	0.3464735141
394	0.3463147271
395	0.3462199138
396	0.346123065
397	0.3460336763
398	0.345995909
399	0.3459935171
400	0.3457582702
401	0.3456186124
402	0.3455667171
403	0.3454962529
404	0.3453270258
405	0.3451582597
406	0.3449958155
407	0.3449169593
408	0.3447797866
409	0.3446831393
410	0.3445576204
411	0.3444652134
412	0.3443814816
413	0.3442831071
414	0.3441478476
415	0.3438547248
416	0.3436814212
417	0.3436216663
418	0.343443382
419	0.3433336589
420	0.343132732
421	0.3430266424
422	0.3429706119
423	0.3428450517
424	0.3426667432
425	0.3426065207
426	0.3425429369
427	0.3423866279
428	0.3423661155
429	0.3421892259
430	0.3421283801
431	0.3420516881
432	0.3419837569
433	0.3418899108
434	0.3417988433
435	0.3416938713
436	0.3415509288
437	0.3414036518
438	0.3413036575
439	0.3411830556
440	0.3410757585
441	0.3409305576
442	0.3408221698
443	0.3406637087
444	0.3405395467
445	0.3403716376
446	0.340270752
447	0.3402682105
448	0.3401928821
449	0.3400469352
450	0.3399157493
451	0.339777697
452	0.3396041712
453	0.3394396131
454	0.3393301911
455	0.3392015332
456	0.3390761794
457	0.3389849982
458	0.3388662153
459	0.3386135374
460	0.3385265454
461	0.338399429
462	0.3382364339
463	0.3381138168
464	0.3380424728
465	0.3379523099
466	0.3377853761
467	0.3376935427
468	0.337550542
469	0.3373979774
470	0.3372431297
471	0.3370583383
472	0.3368140252
473	0.3366856516
474	0.336501022
475	0.3363653531
476	0.3362489045
477	0.3360784441
478	0.3360203458
479	0.335871188
480	0.335715769
481	0.3355790969
482	0.3354263059
483	0.3353129815
484	0.3352414586
485	0.3351293713
486	0.3349472593
487	0.3348273397
488	0.3345813848
489	0.3344224794
490	0.3343156616
491	0.3341183332
492	0.334038387
493	0.333840112
494	0.3337570703
495	0.3336241904
496	0.3333945307
497	0.3332558313
498	0.3331320476
499	0.3329713624
500	0.3328016878
501	0.3326603075
502	0.3325646134
503	0.3324383147
504	0.3323231385
505	0.3322364015
506	0.3320480998
507	0.331922984
508	0.3317744929
509	0.3315136945
510	0.3314171556
511	0.331304339
512	0.3311545108
513	0.331062324
514	0.3309442561
515	0.3308319969
516	0.330647947
517	0.3304967609
518	0.3303855895
519	0.330276555
520	0.33019269
521	0.3299951069
522	0.3299609251
523	0.3298558812
524	0.3297111357
525	0.3296282217
526	0.3295427426
527	0.3293435854
528	0.3292056216
529	0.3290578183
530	0.3289658719
531	0.3287915209
532	0.3286200071
533	0.3285121968
534	0.3283498327
535	0.3281884839
536	0.328069417
537	0.327922562
538	0.3277027475
539	0.3275683532
540	0.3273462028
541	0.3272169064
542	0.3271292957
543	0.3269669018
544	0.3268321327
545	0.3267457015
546	0.3266176826
547	0.3265052936
548	0.3263602306
549	0.326270204
550	0.326166572
551	0.3260070872
552	0.3257924008
553	0.3256493062
554	0.3255588295
555	0.3254820625
556	0.3253650502
557	0.3252899943
558	0.3251990281
559	0.3250974673
560	0.3250116367
561	0.3249127379
562	0.3247831731
563	0.32471002
564	0.3246089848
565	0.3245038049
566	0.3244237296
567	0.3242925517
568	0.3241537408
569	0.3240144208
570	0.3239334899
571	0.3237955455
572	0.3236892057
573	0.3236025326
574	0.3235324853
575	0.3234452623
576	0.3233676149
577	0.3232080026
578	0.3230881469
579	0.3229750023
580	0.3228836779
581	0.3227267404
582	0.3226585755
583	0.3225543908
584	0.3224482067
585	0.3223209599
586	0.3222420174
587	0.3221725608
588	0.3220533842
589	0.3219232825
590	0.3218355023
591	0.321671033
592	0.3215961094
593	0.3214597834
594	0.3213704255
595	0.3212565645
596	0.3211725463
597	0.3209882079
598	0.320789359
599	0.3207221433
600	0.3206222218
601	0.3204880457
602	0.3204172246
603	0.320347818
604	0.3202309781
605	0.3201544233
606	0.3200030089
607	0.3199249492
608	0.3198532787
609	0.3197252985
610	0.3196548963
611	0.3194928979
612	0.3194209995
613	0.3193518859
614	0.3192703823
615	0.319104132
616	0.3190292347
617	0.3189585145
618	0.3188257139
619	0.3186992865
620	0.3185153414
621	0.3183879332
622	0.3181969466
623	0.3180802225
624	0.318014917
625	0.3179471526
626	0.3178378443
627	0.3177095899
628	0.3176152554
629	0.3174921178
630	0.3174165663
631	0.3173271726
632	0.3171866667
633	0.3170738429
634	0.3169814531
635	0.3168956175
636	0.3168165453
637	0.316662575
638	0.3165577063
639	0.3164563085
640	0.3163947056
641	0.316277527
642	0.3160996452
643	0.3159262225
644	0.3158561942
645	0.3157075091
646	0.3155952518
647	0.3154568386
648	0.3153665344
649	0.3152175114
650	0.3151504347
651	0.3150911816
652	0.3150056518
653	0.3148835388
654	0.3147604795
655	0.3146950266
656	0.3146081997
657	0.3144825481
658	0.3144180332
659	0.3142867273
660	0.3141893574
661	0.314124708
662	0.3140517077
663	0.3139662991
664	0.3138695952
665	0.3137732371
666	0.3136735777
667	0.3135883412
668	0.3135265112
669	0.3134574914
670	0.313369109
671	0.3133045187
672	0.3132074786
673	0.3131223286
674	0.3129884614
675	0.3127845217
676	0.312692304
677	0.3126291624
678	0.3125696927
679	0.3124465894
680	0.3123721368
681	0.312280362
682	0.3121565257
683	0.3120986314
684	0.3120368818
685	0.3119784942
686	0.3118671138
687	0.3117661595
688	0.311641538
689	0.3115896144
690	0.3113976449
691	0.3113181275
692	0.3112337406
693	0.3111071391
694	0.3110102653
695	0.3109345264
696	0.3108372851
697	0.3107400732
698	0.3106449103
699	0.3105879593
700	0.3105302844
701	0.3103797204
702	0.3103148228
703	0.3101999122
704	0.3101229644
705	0.3100639536
706	0.3099514203
707	0.3098667107
708	0.3098149318
709	0.3097378795
710	0.3096141041
711	0.3095566066
712	0.3094969488
713	0.3094472553
714	0.3093426617
715	0.3092757376
716	0.3091690054
717	0.3091138583
718	0.3090643833
719	0.3089892422
720	0.3089377392
721	0.3088586958
722	0.3087751819
723	0.3086903861
724	0.3085646731
725	0.3084889497
726	0.3084257884
727	0.3083588531
728	0.3082723307
729	0.3081757314
730	0.3081086134
731	0.3080167611
732	0.3079102344
733	0.3078020758
734	0.3076629455
735	0.3075482889
736	0.3074934038
737	0.3073909835
738	0.3073430878
739	0.3072410943
740	0.3071597755
741	0.3070302901
742	0.3069645881
743	0.3068342506
744	0.3066758977
745	0.3065176967
746	0.3064531525
747	0.3063782056
748	0.3062240445
749	0.3061338246
750	0.3059997999
751	0.3058462337
752	0.305721742
753	0.3056688608
754	0.3055876177
755	0.3054991621
756	0.3053796407
757	0.3053078065
758	0.3052100078
759	0.305123283
760	0.3050786039
761	0.3049501898
762	0.3048557965
763	0.3047892009
764	0.3047171832
765	0.3046399797
766	0.3045870967
767	0.3044769064
768	0.3044263464
769	0.3043778591
770	0.3042887408
771	0.3042111402
772	0.304069561
773	0.3039228754
774	0.3038510868
775	0.3037184534
776	0.3036358864
777	0.3035351774
778	0.3034672454
779	0.3033818085
780	0.3032948398
781	0.3031769367
782	0.3031151117
783	0.3030185228
784	0.3029253572
785	0.3028324117
786	0.3027852902
787	0.3027267145
788	0.3025719742
789	0.3025025117
790	0.3024005106
791	0.3023132299
792	0.3022722329
793	0.3022123853
794	0.3021006987
795	0.3020293874
796	0.3019453635
797	0.3018539833
798	0.301726509
799	0.3016607163
800	0.3015832047
801	0.3014998771
802	0.3014606432
803	0.3013483703
804	0.3012016689
805	0.3011412763
806	0.3010989416
807	0.3010454948
808	0.3009564335
809	0.3008963501
810	0.3008640121
811	0.3008092118
812	0.3006607451
813	0.3005899081
814	0.3005326538
815	0.30040754
816	0.3003359881
817	0.3002791169
818	0.3001806831
819	0.3001341667
820	0.3000476151
821	0.2999400955
822	0.2998297241
823	0.2997835322
824	0.2997426044
825	0.2996569256
826	0.2995938075
827	0.2995425993
828	0.2994242781
829	0.299285512
830	0.2992433754
831	0.2991910478
832	0.299077052
833	0.2990217823
834	0.2989513032
835	0.298907658
836	0.2987899621
837	0.2987191202
838	0.2986460836
839	0.2985526604
840	0.2984372721
841	0.2982777314
842	0.2982022802
843	0.2980707279
844	0.2980148817
845	0.2978803093
846	0.2977946839
847	0.297708131
848	0.2976780402
849	0.2976483021
850	0.2975893284
851	0.2975365115
852	0.2974803616
853	0.2974357346
854	0.2973196811
855	0.2972819368
856	0.2971362942
857	0.297021534
858	0.29695108
859	0.2968222466
860	0.2966976807
861	0.2965877367
862	0.2964806753
863	0.2963493006
864	0.2962825104
865	0.2962023139
866	0.2961242669
867	0.296101018
868	0.2960098359
869	0.2959637576
870	0.2958153297
871	0.2957335126
872	0.2956705433
873	0.2956161072
874	0.2955126069
875	0.2954691362
876	0.2953809371
877	0.2952182793
878	0.2951669085
879	0.2950868575
880	0.2950123912
881	0.2949893913
882	0.2949285317
883	0.2947751707
884	0.2947303059
885	0.2946917375
886	0.2946092722
887	0.2945028992
888	0.2944653847
889	0.2943705476
890	0.2943183653
891	0.294179403
892	0.2940882772
893	0.2940354366
894	0.2940091925
895	0.2939359011
896	0.2938947956
897	0.293854641
898	0.2938037745
899	0.29370774
900	0.2936577251
901	0.2936332998
902	0.2935663276
903	0.2934168446
904	0.2933443616
905	0.2932994271
906	0.2932550028
907	0.2931711332
908	0.2929893035
909	0.2929375966
910	0.2928175617
911	0.292684988
912	0.2926221814
913	0.2925054546
914	0.2924089053
915	0.2923629706
916	0.2922815853
917	0.2922147031
918	0.2921218872
919	0.2920190422
920	0.2919195537
921	0.2918037176
922	0.291671418
923	0.2916326178
924	0.2915851011
925	0.291522541
926	0.2914890961
927	0.291368631
928	0.2912817034
929	0.2912356562
930	0.2911745885
931	0.2911241626
932	0.2910129861
933	0.2909032827
934	0.2908617512
935	0.2908122103
936	0.2906969686
937	0.2906522418
938	0.2905140478
939	0.290411891
940	0.290370675
941	0.2902642683
942	0.2901580701
943	0.2900979683
944	0.2900538866
945	0.2900043825
946	0.28990602
947	0.289847897
948	0.2897583648
949	0.2896777917
950	0.2895874965
951	0.2895172837
952	0.2894615438
953	0.2894073331
954	0.2893650712
955	0.2892781631
956	0.2891730041
957	0.2890442978
958	0.2889320889
959	0.288800795
960	0.2887305499
961	0.2886864667
962	0.2886109622
963	0.288552715
964	0.288432134
965	0.2883440677
966	0.2882363971
967	0.288102038
968	0.2879966776
969	0.2879155347
970	0.2878081976
971	0.2876603094
972	0.2876206077
973	0.2875621692
974	0.2875081978
975	0.2874608088
976	0.2874491461
977	0.2873936934
978	0.2873358052
979	0.2872323906
980	0.287182531
981	0.2870975313
982	0.2870218646
983	0.2869394459
984	0.2868800631
985	0.2867936998
986	0.286704815
987	0.2865910635
988	0.2865143885
989	0.2864829037
990	0.2864065358
991	0.2863075782
992	0.2862071831
993	0.2861631151
994	0.2861109884
995	0.2860165925
996	0.2859728599
997	0.2859170617
998	0.2858019411
999	0.2857450526
